at,score,content
2024-11-01 21:27:47,1,Masih cara membeli pls ad yg bisa bantu
2024-11-01 20:56:46,1,Susah login. Hampir setiap hari perbaikan tapi tidak ada kemajuan. Mungkin BNI tidak butuh nasabah lagi makanya sistem tidak pernah ada perbaikan...
2024-11-01 20:29:35,1,Asal mau transaksi malam hari selalu peningkatan pelayanan apa ini maksudnya 😑
2024-11-01 20:06:51,1,"Transaksi pembayaran listrik PLN jadi semakin merepotkan saja, kenapa harus dialihlan ke Wondr segala macam? Biasanya cukup bertransaksi di App BNI mobile banking ini saja. Menghambat sekali."
2024-11-01 20:03:36,1,"Dulu PK aplikasi ini,trs sama cs BNI di suruh pake wondr BNI tp selalu minta verikasi Mulu. Balik Lg kesini install ulang dipinta kode otp di bilang kode hrs 6 angka. Pdhl kode kita salin malah sampai 3x percobaan tetap gak bisa, parah BNI"
2024-11-01 19:57:56,1,"Sumpah aplikasi ini cacat sekali. Susah sekali loginnya,dikit dikit peningkatan layanan. Jujur aplikasi ampas gak guna Nyesal sekali saya download BNI mobile"
2024-11-01 19:09:18,1,Buat apa ada menu pembayaran kalo ujung ujungnya di suruh ke wondr
2024-11-01 18:30:51,1,tiba tiba transaksi pembayaran pdam dan listrik diarahkan ke wondr tanpa info sebelumnya
2024-11-01 18:12:31,1,"Tagihan telat bayar terus gra"" gabisa log in, udah brp bulan gak ada perbaikan sama sekali"
2024-11-01 18:00:15,5,Bagus sekali sangat baik sekali
2024-11-01 17:57:06,1,"Aplikasi Mbanking paling buruk.. Buat transaksi susah dan sering gagal. Udah gitu buat TF susah bener selalu muncul saldo dibawah minimum. Duit ya duit sendiri, tapi mau diambil susah bener kocak."
2024-11-01 16:12:24,2,Makin kesini makin ga enak aplikasinya. Susah banget buat log in
2024-11-01 15:43:09,1,Kecewa baru masuk mau daftar aja udah gagal..
2024-11-01 14:54:27,2,Bayar listrik kenapa harus ke wondr kalau ada apl bnimobile? Jadi kayak dipaksa pakai wondr
2024-11-01 14:04:24,1,Aplikasi bobrok ini susah banget masuk Payah
2024-11-01 13:41:54,1,Meningkatkan layanan teruss lama² gue ganti bank loh.
2024-11-01 13:14:03,2,aplikasi BNI mobile banking sekarang kok ga bisa beli token listrik ya? malah di arahkan ke apk wonder by BNI ?
2024-11-01 12:43:49,5,"Sangat membatu membayar tagihan mwpun transfer, Dan untuk mengisi pulsa gak perlu nyari LG, konter, tinggl klik, trimakasi BNI mobile banking"
2024-11-01 11:51:57,1,"Tidak bisa pakai mobile tunainya, Aplikasinya sering trouble"
2024-11-01 11:37:35,1,"M-banking bni saya gak bisa login,muncul pemberitahuan harus aktivasi ke cabang terdekat terus"
2024-11-01 10:46:01,5,Up dating.
2024-11-01 09:55:42,3,Tolong aplikasi nya ini kenapa g bsa log in????????? Aq harus transaksi hari ini jadi g bisa.
2024-11-01 09:45:14,1,"Bintang 1 karna skrg gk bisa bayar listri melalui APK ini, mesti melalui wonder.."
2024-11-01 09:30:28,1,"Sering susah transaksi pembelian saat sedang dibutuhkan, alasan memperbaiki pengamanan aplikasi"
2024-11-01 08:32:02,1,Mending gak usah download aja klo begini. Setiap log in pasti langsung keluar dengan sendirinya... Harus uninstall trus download ulang dan aktivasi ulang baru bs digunakan. Ini kenapa sech mulai jelek gini.
2024-11-01 08:03:01,1,Knpa si login di sini susah bgt saya sudah punya debit tapi susah sekali buat login mohon bantuannya
2024-11-01 08:01:24,2,"kenapa sekarang daftar mbangking harus ada kode referral, itu malah bikin ribet, saya jd tidak bisa daftar mbangking, tolong untuk dihilangkan saja kode referral"
2024-11-01 07:47:20,1,"BNI aplikasimu itu error2 terus ,mau login error pembaruan sistem sampe 10 kali ga bisa2 ,saya lapor CS jawabannya ktnya ga ada masalah, coba lihat kolom komentarmu di Instagram itu ,kalo saya aja yg komplain brti saya bermslah ,kalo banyak dengan komplain yg sama berati sistem BNI yg bermasalah. Kok malah bagusan bank swasta seperti BCA. Saya kasih bintang 1 tuh, ngeselin mau transaksi ga bisa2 mulu"
2024-11-01 06:20:02,1,biaya saldo minimm sangat membebani padahal saldo sdh 50rb lebih tp tetap saja kena denda saldo minum. benci banget gua sama bank yg main potong duit nasabah sesukanya
2024-11-01 05:56:04,2,Pulsa 100k ga masuk ntah kemana apk trouble trus.
2024-11-01 05:48:38,1,Ini saya ga bisa login harus nunggu verifikasi lewat whatsapp atau SMS sedangkan whatsapp sama SMS ga ada respon
2024-11-01 05:16:28,1,Kenapa mobile banking kurang sendiri saldonya?
2024-10-31 22:40:01,1,"YAA TUHAN SUSAH NYA LOG IN,MAKIN CACAT AJA APK LAMA² HERAN,FUCEK!!!"
2024-10-31 22:33:32,1,Apk rusak
2024-10-31 22:02:55,1,"Aplikasi ga beres, selalu perbaikan gada guna lama lama bikin kecewa aja disaat dibutuhkan malah ga bisa login"
2024-10-31 21:28:24,1,"Ribet, hrus ke wondr. Mempersulit"
2024-10-31 20:29:45,1,Knp susah bgt buka aplikasinya?? Gangguan terus
2024-10-31 20:11:32,1,"BNI sekarang buruk banget, lama-lama gak mau pake BNI lagi...masak sudah ada BNI M-banking trus mau beli pulsa atau pembayaran yg lain disuruh download aplikasi wondr...ngapain full2 memori...kenapa gak update M-banking aja dari pada di suruh download aplikasi baru... anjirrrrrrrr, mau berhenti pake BNI skrg, mau coba pake yg lain aja...males banget!!!!"
2024-10-31 19:21:09,5,Sangat brguna
2024-10-31 18:29:30,1,"Beli pulsa listrik error di arahkan ke aplikasi wondr Ribet banget masuknya sudah nyaman di BNI Mobile banking , kayak di paksa menggunakan wondr"
2024-10-31 18:28:15,1,"Nbking kocak mau ft eror"" mulu"
2024-10-31 17:59:37,1,Mau ngaktifin mbangking nya super duper ribet amat.. Udah benar masukin kode otp tapi tetep aja pemberitahuan nya salah sampe ngulang 3x tetep ngga biza masuk..kalo ngga karena gaji masuk ny di BNI ngga bakal make bank ini👎
2024-10-31 17:57:16,5,Apakah bisa saya wonder bisa pake aplikasi BNI Mobile Banking gak
2024-10-31 15:34:20,1,"maaf saya kurangi bintang jadi 1 aja. supaya kalian cepat respon. di aplikasi bank sebelah transaksi serupa ""Mobile Tunai"" mudah banget. tidak berteletele. coba kalian sebagai developer, pelajari mudahnya aplikasi mereka. soal keamanan ya aman juga kok, sama halnya menggunakan ferivikasi, tapi tidak perlu melalui sms. gimana? keren kan bank sebelah?! bayar QRIS aja kebanyakan naya sumber dana & nomor rekening. bertele-tele sangat. woiiilahh"
2024-10-31 15:25:59,1,"tolong hapus menu pembelian token listrik,karena tidak bisa akses.pembelian token listrik bulan ini harus melalui WONDR. agar saya tidak mengharapkan pembelian token listrik di BNI mobile Banking."
2024-10-31 12:03:35,1,"Tadinya mau buat rekening,tapi waktu daftar aplikasi malah eror,terpaksa gajadi+hapus aplikasi wkwk"
2024-10-31 10:36:07,1,"Semenjak ada wondr, sy udah gak bisa transfer antar bank dan beli pulsa listrik. Padahal urgent sy harus mondar mandir hanya untuk bli pulsa listrik."
2024-10-31 07:54:10,5,Baik pelayanan nya
2024-10-31 06:47:23,5,Aplikasi ini sangat membantu untuk transaksi dan memiliki fitur lengkap lainnya
2024-10-31 06:25:33,1,"Bayar CC BNI di aplikasi 3x proses muncul warning ""connection timeout"" tapi saldo kepotong 3x pembayaran..kocak banget ini aplikasi"
2024-10-31 05:32:41,1,Kenapa mau beli token listrik aja dialihkan ke apk. WONDR... kenapa tidak bisa disini...
2024-10-31 05:00:53,1,"Udah bener jadi satu aplikasi, sekarang beli token kaga bisa harus ke wondr, ganti bank aja males dibikin ribet begini"
2024-10-31 02:21:08,1,"Lama"" kecewa pakai bni mobile banking,,jariangan bagus aplikasi lain bisa terbuka dgn lancar tp aplikasi ini malah koneksi terputus .....sangat mengecewakan"
2024-10-31 02:14:07,1,Susah buat transaksi skrng
2024-10-31 00:42:33,1,"Kebanyakan gangguan, apalgi lewat jam 12 mlam gk bisa diakses banking ini, saya tengah mlm kehbisan bensin dompet ketinggalan dirumah byar banking tiba2 error trus peningkatan pelayanan trus capek bet dah pakai banking ini"
2024-10-30 22:51:11,1,Aku memilih gak transaksi uang lagi karena gak bisa login.parah lo
2024-10-30 21:20:39,5,Saya sedang membuat kartu atm melalui aplikasi ini tapi tidak datang2. Sekarang jadi tdk bisa login Karena kartu ATM nya sudah kadaluarsa
2024-10-30 20:50:27,4,isi token listrik skrg gk bs harus pake apk lain. skrg kurang baik
2024-10-30 20:49:29,1,"Saya tidak bisa membeli token listrik di BNI mobile banking, malah di alihkan ke wondr by BNI, lalu buat apa fitur pembelian token listrik di BNI mobile banking disediakan? App developer lagi sakit kah? Mari beralih ke BCA mobile"
2024-10-30 20:45:55,1,"Masuknya susah banget atau ada bug ya? Setelah isi² berkas², verifikasi melalui whatsapp selalu error"
2024-10-30 20:44:55,1,NORMAL NOTE
2024-10-30 20:40:00,5,lebih suka ini drpd wonderrrr
2024-10-30 19:17:07,1,"Maap saya kasih bintang satu, gak bisa top up token listrik pdahal saldo saya masih banyak"
2024-10-30 18:01:48,1,"Aplikasi tolol, banyak bugnya"
2024-10-30 17:43:19,1,Terlalu ribet lebih gercep apk sebelah
2024-10-30 16:50:58,1,Transaksi tidak dapat dilanjutkan maksutnya apa?????????????? Uangku woy!!!!!!
2024-10-30 15:53:17,5,Aplikasi ini bagus. Tolong aplikasi ini di pertahankan saja.
2024-10-30 15:44:48,3,Bisa2 nya GK bisa isi token listrik dari sini dan mengarahkan ke aplikasi wonder..
2024-10-30 14:57:21,3,Aplikasi masih serid loading lama sudah berhasil isi data eee minta nomor ATM sedang ini kita buat rekening bank digital aneh...memang kalau aplikasi pemeriktah lemot ..
2024-10-30 14:39:03,1,"Ribet banget, tiba² gabisa log in"
2024-10-30 14:15:00,5,Mau tranfer2 dan bayar2 jadi mudah
2024-10-30 13:20:00,1,Error mulu
2024-10-30 12:50:29,1,"perbaiki bug, segera."
2024-10-30 12:13:04,2,"Dikit"" peningkatan pelayanan Bikin kesel nih apllikasi"
2024-10-30 11:56:23,2,"Sekarang mau transfer susah, galat terus. Pdhal coba pakai mbanking bank sebelah lancar semua. Makin kesini sering troubel.🙏🏿"
2024-10-30 11:25:34,1,Gabisa daftar rekening baru
2024-10-30 11:14:16,5,Puas bangt
2024-10-30 10:04:20,2,Sudah registrasi tapi tampilan m banking BNI tetep tampilan registrasi
2024-10-30 08:17:31,1,"Knp ini BNI mobile banking gk bisa di buka dari tggl 09-01-2024 sampai skrng tggl 10-01-2024 gimna mau di pergunakan? Jwb dong kapan mulai bisa di pergunakan lagi, knp ini gk bisa di pake buat top up e-walet Dana"
2024-10-30 08:06:40,1,"Ribet banget, segala ganti aplikasi teros"
2024-10-30 08:05:39,5,mempermudah dalam transaksi keuangan
2024-10-30 07:28:21,1,Idih najis sistem nya bobrok slalu di suruh ganti sandi atau password kalo misalkan lupa password udh salah 3x
2024-10-30 05:34:48,5,Sangat puas sekali terima kasih
2024-10-30 01:42:28,4,Lumayan membantu untuk keperluan transaksi sehari-hari
2024-10-29 23:41:57,2,Kenapa saya kirim uang melalui yourpay ke rekening BNI saya saldonya tidak masuk padahal status terkirim
2024-10-29 20:41:27,3,Notifikasinya ngagetin woee
2024-10-29 20:34:32,3,"Kenapa bni sekarang susah buat transfer, aplikasi sering error"
2024-10-29 20:08:12,1,"jelek banget pelayan nya,minta bantuan via lc kagak ada jawaban sama sekali"
2024-10-29 19:51:44,1,Kenapa susah amat mau login. Keterangan pemeliharaan terus. Masak iya pemeliharaan sepanjang waktu. Padahal Apk sudah di update versi terbaru
2024-10-29 15:42:48,1,"Kenapa sih bni ini klo promosi tu maksa banget, klo transfer ke beda rekening orngnya di paksa buat rekening, skrng ada app buat blanja bli listrik ga bisa. Basi x"
2024-10-29 14:29:11,5,Aplikasi yang bagus dan membantu
2024-10-29 08:25:07,1,tidak nyaman menggunakan mobile banking BNI setiap mau transaksi gangguan atau silah hubungi call BNI
2024-10-29 07:53:09,1,"Bentar"" update, bentar"" gangguan. Niat mudahin, malah nyusahin"
2024-10-29 07:15:34,1,"Daftar aja ribet, gimana mau daftar kalo di blokir mulu"
2024-10-29 07:13:57,1,Isi pertama minimal 50rb Kalau isi 20 bakal masuk juga gak min
2024-10-29 07:09:32,2,Makin sering aja trouble ini itu peningkatan ini itu Rasanya gak nyaman bgt bagi saya yang setiap hari bisa 5 kali bahkan lebih transaksi pakai BNI mobile banking Tambah lagi sekarang mau isi token listrik harus download lagi apk wondr yang gak penting menurut saya Bukannya di permudah malah makin di persulit aja Makin yakin aja buat pindah ke bank lain kalau gini terus pelayanan kalian
2024-10-29 04:27:19,2,Sulit untuk dipakai transaksi.. Perbaikan mulu
2024-10-29 00:15:00,3,"sekarang susah banget buat transaksi token listrik,malah kadang ga bisa samsek gimna nih bni"
2024-10-28 22:47:13,1,Verifikasi gagal... apabila ada kebocoran data pribadi saya dan terjadi penyalahgunaan atas data pribadi saya maka bukan menjadi tanggung jawab saya lagi
2024-10-28 22:27:59,1,Kalau lagi di butuhkan malah GK bisa di bukak aneh
2024-10-28 22:17:26,2,Saya mau mengganti kartu debit secara online supaya memudahkan eh malah tidak bisa. Jenis kartunya tidak sama padahal sudah sama dan coba memilih kartu lain juga tetap tidak bisa.
2024-10-28 22:09:11,2,gk bisa stor tunai lewat aplikasi
2024-10-28 21:58:08,3,"Banyak sekali potongan, dan knp harus ada denda jika saldo tdk diatas minimum."
2024-10-28 21:39:13,5,Mantap 👍👍
2024-10-28 19:08:08,2,"saya tidak bisa membuka aplikasi bni mobile saya karna terhalang wonder, aneh nya lagi wonder gak bisa ti tutup dan juga tidak bisa di download. Jd bni mobile saya tidak bisa di gunakan. Mohon di hilangan aplikasi pendukung wonder nya min"
2024-10-28 19:01:31,1,Ini kenapa ko ga bisa login terus ya
2024-10-28 18:28:25,1,gak tau kenapa.. baru juga di instal.. selesai proses login.. beres.. pas mau masuk/login lagi buat TF malah di blokir dan gak bisa masuk.. bikin ribet
2024-10-28 18:15:26,1,Kenapa jadi gabisa beli token listrik ya??💩
2024-10-28 17:51:30,2,"Aplikasi gila, daftar ribet banget padahal muka dah sesuai dengan ktp"
2024-10-28 17:51:00,1,"PERCUMA BELI KARTU TAP CASH BNI NYUSAHIN CARA TOP UP NYA RIBETTT, COBA TOP UP DARI SHOPEE DI SHOPEE UDAH BERHASIL MALAH DI APL M-BANKING BNI TIDAK BERHASIL APL RUWEETTT, FIX APL PLING RIBET EMANG BNI"
2024-10-28 15:15:27,1,"Percuma daftar cepat di apk, tpi untuk ambil atmnya engga bisa di alat di bank, harus ngantri 5 jam nunggu di cs"
2024-10-28 15:00:52,2,"Apl banyak banget masalah jadi menghambat pekerjaan banget sih, kurang nyaman saja jadi tolong pihak bni diperbaiki lagi sistemnya"
2024-10-28 13:52:41,1,"Mau tf uang kok susah sekali ya,, ada pemberitahuan "" maaf kami sedang meningkatkan layanan BI fast "". Kalau memang ini maintenance kenapa setiap hari seperti ini,,, Niat mau pakai mobile banking biar cpet, malah selalu ada kendala seperti ini, dan hampir setiap hari seperti ini,,,"
2024-10-28 13:51:39,1,"ini aplikasi mbanking paling sampah, pake 3 mbanking cuma BNI yg paling ngeselin. beli token listrik saja selalu error / alert 91. beli pulsa juga sama, tolong perbaiki lah, lama lama kabur semua customer BNI caranya gini"
2024-10-28 13:49:59,5,Sangat Membantu 😇😍
2024-10-28 12:55:56,1,pelayanan servisnya jelek
2024-10-28 12:50:13,5,Lebih mudah
2024-10-28 10:53:38,2,Apk butut banyak erornya ga kaya bca
2024-10-28 09:22:18,5,sangaaat memudahkan untuk saya apapun itu semuanya gampang
2024-10-28 09:21:47,5,Bagus banget
2024-10-28 08:37:10,4,Transaksi lebih mudah
2024-10-28 06:45:13,1,"Mau edit profil, katanya dalam tahap pengembangan, sdah berhari hari, nggak ada upgrade"
2024-10-28 02:38:27,1,ampas suka eror pada jam2 genting
2024-10-28 00:30:43,1,Mau buka rekening OTP ga nyampe2 ke whatsapp smp 3x request. Payah banget ni aplikasi
2024-10-27 23:14:25,5,Kok sekarang susah nya mau blitoken listrik gak bisa bisa
2024-10-27 22:43:47,4,"Baru instal,di coba dulu🙏"
2024-10-27 21:00:38,3,Saya mau beli token SMA transfer kenapa selalu alert 91 masalah nya d mna ya
2024-10-27 20:40:24,3,"bni mbanking saya ko engga bisa di gunakan ya, login bisa tpi buat transfer gagal trs dri kmrn. tolong dibantu jawab ya"
2024-10-27 19:02:15,1,"Dulu selalu lancar. Sekarang sering banget saat login, sedang perbaikan🤦Coba beberapa saat lagi. Lah ditungguin, malah sampai 2 hari, sedang perbaikan melulu. Tolong donk diperbaiki. Sebelum kita putuskan untuk pindah ke sebelah."
2024-10-27 18:36:24,1,Cs nya lemot banget
2024-10-27 18:09:42,1,"Gak bisa login,"" ada koneksi terputus,silahkan periksa kembali koneksi anda. Jika sedang melakukan transaksi , mohon cek mutasi rekening anda."" Padahal saya pakai wifi rumah data seluler masih banyak, tapi tetap muncul bgitu 👎👎👎"
2024-10-27 17:29:36,2,"Tolong dong pihak BNI perbaiki lagi aplikasinya, kadang kalau mau transaksi suka buffering, terus tiba2 langsung kepotong saldo tapi gak ada notifikasi. Jadi saya mengira belum bayar. Setelah pembayaran 2x baru tuh kayak normal, tapi saldo saya malah kepotong 2x juga."
2024-10-27 17:08:09,4,sya cek trans saksi yg lebih dri 6 blan ko g bisa ya
2024-10-27 16:02:38,1,Apk bikin ribet udah daptar malah ga bisa masuk malah login lagi aduuh pokonya apk ini ribet mendingan pake yg lain aj
2024-10-27 15:59:15,1,Ribet mau masuk aja susah
2024-10-27 14:57:56,1,Bank paling jelek. Biaya admin mahal di tambah saldo minimum harus 100.000 bank hanya memanfaat kan uang nasabah
2024-10-27 14:16:54,3,"susah sekaramg transaksi, setiap mau log in perbaikan mulu, blm lagi ada tampilan dowmload ny"
2024-10-27 14:01:52,3,Test dulu
2024-10-27 13:22:56,1,"semenjak ada wonder jadi gak bisa transaksi lewat BNI, jadi pengen pindah BANK aja"
2024-10-27 11:00:09,2,Saya salah memasukan password transaksi sebanyak 3x dan disuruh ganti.tetapi setelah saya ganti masih saja sama ttep di suruh ganti dan tidak bisa melakukan transaksi/transfer Bagaimana solusinya?
2024-10-27 10:28:12,1,"Mau buka tabungan ribet banget kaya mau daptar pinjol gagal terus, di brimo gk seribet ini..."
2024-10-27 09:25:41,1,"Aplikasinya kocak, setiap kirim kode OTP ke Gmail saya harus buka aplikasi Gmail tapi setelah dapat kode OTP dari Gmail dan kembali ke aplikasi BNI mobile banking malah kereset dari awal terus alhasil ngga bisa login, ini gimana caranya biar bisa login !!!!!!!!"
2024-10-27 08:52:23,1,Aplikasi nya udah di update masih aja ngga bisa di buka tolong dong aplikasi nya perbaiki kemarin ngga gini pas di update jadi ngga bisa di buka
2024-10-27 08:34:45,5,menyenagkan
2024-10-27 08:24:20,1,"Aplikasi eror mau login susah meningkatkan pelayanan mulu. Lama"" pindah rekening saya."
2024-10-27 07:58:55,5,Apakah BNI Mobile Banking akan dihapus sehingga sulit untuk login???
2024-10-27 07:44:46,1,"Beli token gak bisa bisa kode 91 terus, ini kenapa sih"
2024-10-27 07:09:40,3,Hampir 1 mingguan aktivasi tapi gagal terus.
2024-10-27 06:36:47,2,Utk log-in ulang ribet bgt Otp via SMS sudah benar Otp via email sudah benar Dpt jawaban aktivasi tdk diproses slhkn ulangi lagi ..trs aja bgt jawabnya..! SMS bth pulsa boss..kl berulang2 begini...jebol pulsa ane... Jgn kalah Doong SM sebelah yg bgt merakyat..
2024-10-27 06:06:56,1,"Paling benci ""transaksi tidak dapat dilanjutkan, hubungi BNI call"""
2024-10-27 05:44:30,2,"Login nya susah sekarang, kalo mau login selalu ada tulisan sedang memperbaiki sistem"
2024-10-27 02:48:36,3,Kenapa ya akhir-akhir ini udah 2 bulan sulit banget mau buka aja selalu mohon maaf tuh aplikasi. Kesel.
2024-10-26 23:39:37,2,"aplikasi ngak mutu mau verivikasi aja susahnya minta ampun,sampai sekarang ngak bisa perbaikin biar lebih gampang itu pemindai wajahnya jangan kek sampah aplikasinya"
2024-10-26 23:25:19,1,asu banget lagi mau bayar malah maintenance. sering terjadi
2024-10-26 23:03:07,1,"Lagi beli paket data lewat mbanking BNI,sistem nya bilang ""gagal/eror"",tapi uang yang di dalam mbanking nya tetap kepotong dan paket data nya ga masuk,uang kesedot sia sia,pas di laporin ke service nya,tidak ada penanggung jawab atau uang kembali,parah sih makin kecewa saya"
2024-10-26 21:56:33,1,"Aplikasi buruk banget g jelas, masa gw beli pulsa Telkomsel 100rb udah bener pilihan gw, malah masuknya jadi paket data mana mahal banget juga, gw 100rb bisa beli 80gb malah jadi paket 14 gb gajelasssss. Perbaiki sistemnya kecewa banget gwww"
2024-10-26 19:26:24,1,Gak bagus
2024-10-26 17:57:41,5,Luar biasa BNI mobile
2024-10-26 17:20:45,1,tolong dong segera diperbaiki aplikasinya. saya nasabah baru mengalami kesulitan untuk membuka rekening baru. selalu buffering tiada henti ketika berada di bagian VERIFIKASI DATA DIRI Ketika memilih KTP. Edit: tidak. Bukan jaringan internet saya yang bermasalah.
2024-10-26 16:39:17,1,Sangat di sayangkan aplikasi ini tidak bisa membantu membuat rekening harus di perbaiki
2024-10-26 16:31:43,1,Sangat ribet dan banyak yg nelpon ga jelas dari bni
2024-10-26 15:42:01,1,"Semakin tidak nyaman menggunakan aplikasi ini,. Log in saja selalu gagal."
2024-10-26 15:08:09,2,Susah nian makek m banking BNI ini Dikit dikit perbaikan service susah orang butuh ckmno klo sistem nya kyk gini
2024-10-26 11:50:13,1,"Lama"" capek pk BNI Mobile Banking sering eror yg dalam perawatanlah. Yg muter""lah ...yg jelas kecewa sangat. Mau beli token listrik susahnya minta ampun,mau tf susah dng alasan dalam perawatan silahkan hubungi beberapa saat lagi.lbh baik sy tutup aja masih kalh dng m-bca"
2024-10-26 09:50:53,1,"Woiiii BNI yang benar lah buat sistem aplikasi nya!, susah sekali untuk log in sedikit-sedikit peningkatan layanan, bahkan ketika saldo sudah 150 an untuk top up gopay dibilang sistem nya saldo tidak mencukupi, buruk sekali!!!, tolong tingkatkan efisiensi aplikasi nya, kami bayar pajak juga tiap bulan nya 10 ribuan lho"
2024-10-26 09:19:45,1,Aplikasi sangat tidak berguna. Tranfer berhasil tapi uang tidak masuk. Saat login susah masuk. Sangat merugikan
2024-10-26 08:17:15,5,"Stelah update saya tidak bisa bertransaksi karna muncul notif ubah pasword transaksi trus, udah diubah pun tetap muncul notif itu ,saya hanya menggunakan mobile banking saja tampa kartu atm dan buku tabungan jadi sulit mengirimkan atau manarik saldo ,bagaimana solusinya ?"
2024-10-26 07:40:39,1,Upadate yang terakhir semakin susah untuk login
2024-10-26 06:31:53,5,Sya senang menggunakan BNI
2024-10-26 05:48:32,4,"Saya sudah menggunakan sejak adanya mbanking namun skrg2 ini sering terjadi gagal system dengan pengkodean yg buat kita tidak nyaman dalam penggunaannya. Kalo bisa lebih di perbaiki lagi sehingga kita bisa menggunakan kapanpun tanpa harus melihat waktu, percuma ada fiturnya jika pada saat tertentu tidak bisa di pergunakan dengn alasan waktu perbaikan system dan itu setiap hari"
2024-10-26 02:14:30,1,"hanya BNI mobile bangking ini lah yg setiap transaksi selalu koneksi terputus. aplikasi cacat , mobile bangking terjelek yang pernah ada. bintang 1 tidak pantas diberikan. bintang 0000 buat mobile bangking BNI"
2024-10-26 02:01:04,1,Kenapa aplikasi tidak bisa di buka. Membuat kerugian saja BNI ini
2024-10-26 01:09:46,1,"Pengalaman transfer (transaksi sedang diproses) Lamaaaaaaaaaa buuuuuuuaaangeeetttt!!!!!! Giliran ke cs kinerjanya juga lemot kayak keong, Intinya servisnya paling tidak memuaskan didunia ini ..... Tolongnya dipermudah aja itu setiap gagal transaksi tinggal balikin ke saldo yg punya rekening udahkan...???? Masalah nnti mau transaksi lagi/tidak biar nasabah yg urus sendiri. Jngan mau untungnya doank nasabah pada nabung ditempat lu.... Keuntungankalian itu udah sangat2 diluar yg adil aja"
2024-10-25 23:47:47,1,"M banking burik, mau masuk aja selalu eror. Ganti bank aja."
2024-10-25 21:38:51,1,BNI gak jelas top up dana bacaan general eror saldo gak kepotong pas di kirim lagi tiba2 saldo kepotong 2 kali tidak ada di mutasi cuman muncul 1 ajh mutasi nya bikin rugi
2024-10-25 21:15:21,1,"Susah login kalo ganti device, ribet otp gak jelas"
2024-10-25 19:08:07,1,Sekarang sering gangguan susah sekali login
2024-10-25 18:06:36,1,Mobile bengking tidak jelas susah buka
2024-10-25 17:58:14,5,Bagus tapi membuat saya emosi karena setiap saya buka ada perbaikan sistem tolong diperbaiki lagi ya
2024-10-25 17:49:19,3,"Mengapa memasukan kode otpnya susah, padahal udah mendapatkan kode otp dari email"
2024-10-25 17:33:14,1,ribet
2024-10-25 17:18:22,1,Bad
2024-10-25 17:13:24,5,Baik 👍
2024-10-25 16:52:56,1,"Tolong Kode verifikasi lewat email dikirim, susah login di hp / device baru, jadi percuma pake e-banking kalo gini."
2024-10-25 16:23:49,1,Kenapa selalu gagal untuk membuat transaksi mobile tunai dan diarahkan ke cs
2024-10-25 15:08:30,5,ini salasatu apk terbaik fi antara apk lainya ini termasuk top
2024-10-25 14:32:46,1,baru bikin user id udah gagal hrus ke cabang tetdekat ammmpas nihh🤣
2024-10-25 14:21:24,5,Knpa sekarg susah mau beli token di mbanking
2024-10-25 12:52:01,1,Sering error
2024-10-25 11:00:57,2,"Sudah 4 hari ini saya mau isi token listrik, tapi sampai hari ini gagal terus. Rencana saya hari Senin besok mau bikin M-BANKING di BANK lain saja, mana tau di BANK lain transaksi lancar."
2024-10-25 10:54:30,1,"apk sering eror, sering sekali muncul notif sedang perbaikan, salah 1 apk penting tapi sering berkendala, aneh"
2024-10-25 10:36:51,2,Kenapa baru-baru ini untuk transaksi pembelian Pulsa dan Token listrik tidak bisa.
2024-10-25 09:30:07,1,Aplikasi nggak niat
2024-10-25 09:20:52,2,Aplikasi nya error gk bs masuk
2024-10-25 08:33:33,1,"Semenjak ada wonder, susah transaksi"
2024-10-25 08:28:58,5,memudahkan dalam menarik tunai tanpa kartu ATM
2024-10-25 08:05:02,5,kenapa yah skrng aplikasi ini tidak bisa dibuka lagi setelah ada wonder tolong di perbaiki agar bisa di gunakan lagi untuk kami yang susah masuk di aplikasi wonder karena kendala KTP yang sudah upgrade🙏😭
2024-10-25 07:23:25,5,sanagat membantu dan puas
2024-10-25 05:19:18,5,"Sangat susah sekali pakai wondr, dan sekarang tidak bisa transaksi. Padahal lebih gampang pakai BNI banking dari pada wondr"
2024-10-25 04:44:51,2,"Susah buatsetor tunai melalui banking , harusnya masi bisa juga seperti mbanking bca , kenapa bni mobile banking tidak bisa lagi setor tunai harus menggunakan wondr yang buat daftarnya saja susahnya minta ampun , maaf pelayannya masi sangat kurang ,terimakasih"
2024-10-25 02:12:19,5,Coba
2024-10-25 01:58:41,1,Bni knpa skrang nih seperti bermasah susah log in nyA. 👺
2024-10-24 22:51:34,1,"Gak bisa login , gak ada interaksi di menu utama gak bisa di pencet apa apa bener bener gak bisa di akses ,hadeh"
2024-10-24 22:49:03,5,"Mobile Banking application that is easy to use for transactions and purchases, with a user experience that is comfortable to use. Please increase security because customers are a priority."
2024-10-24 22:23:26,5,Ini apa lgbtrobel ya hari ini .kok dibuka sim card terdeteksi tidak dipasang..gimana ini
2024-10-24 22:05:25,3,"Aku kasi bintang 3. Tapi akhir""ini apk saya tidak bisa transaksi ada tulisan""91""aku pun TDK paham"
2024-10-24 19:58:34,1,"Selalu ada notif sedang perbaikan trus, sering dibikin kesal karena mau bayar pakai qris gak jadi gara gara gak bisa di bukak, udah lah anintal aja gak jelas meningan pindah ke dana aja"
2024-10-24 19:49:37,1,Kenapa susah login terus
